구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2011년10월27일,2211.51,1992.44,1783.76,1359.44
2011년10월28일,2210.25,1992.80,1784.19,1359.72
2011년10월29일,2210.44,1993.05,1784.30,1360.01
2011년10월30일,2210.53,1993.14,1784.25,1360.30
2011년10월31일,2210.81,1993.17,1784.45,1360.61
2011년11월01일,2206.77,1992.55,1785.16,1360.96
2011년11월02일,2205.12,1992.01,1785.00,1361.03
2011년11월03일,2203.78,1991.49,1784.91,1360.90
2011년11월04일,2204.72,1990.98,1784.71,1360.89
2011년11월05일,2204.74,1990.49,1784.45,1361.05
2011년11월06일,2204.63,1990.30,1784.26,1360.80
2011년11월07일,2203.48,1989.90,1784.09,1360.90
2011년11월08일,2196.61,1987.40,1782.81,1360.60
2011년11월09일,2193.23,1985.92,1782.15,1359.86
2011년11월10일,2191.92,1984.87,1781.74,1359.64
2011년11월11일,2190.02,1984.11,1781.83,1359.70
2011년11월12일,2189.49,1983.69,1781.86,1359.87
2011년11월13일,2189.13,1983.53,1781.91,1359.87
2011년11월14일,2189.03,1983.30,1782.17,1360.38
2011년11월15일,2190.34,1983.33,1784.88,1361.86
2011년11월16일,2191.83,1983.01,1786.39,1363.73
2011년11월17일,2192.15,1982.32,1787.87,1364.91
2011년11월18일,2192.34,1981.74,1788.72,1365.65
2011년11월19일,2192.67,1981.31,1789.44,1366.07
2011년11월20일,2192.68,1981.07,1789.77,1367.16
2011년11월21일,2193.23,1980.69,1790.33,1368.08
2011년11월22일,2188.48,1978.58,1792.21,1369.32
2011년11월23일,2183.69,1976.54,1793.50,1370.29
2011년11월24일,2182.16,1974.57,1794.45,1371.03
2011년11월25일,2180.85,1972.22,1794.94,1371.52
2011년11월26일,2180.35,1970.21,1795.52,1372.23
2011년11월27일,2180.52,1969.25,1795.65,1372.20
2011년11월28일,2179.67,1967.92,1795.96,1372.36
2011년11월29일,2175.24,1965.22,1795.22,1372.22
2011년11월30일,2172.13,1962.27,1794.52,1371.90
2011년12월01일,2171.56,1960.28,1795.08,1371.91
2011년12월02일,2170.41,1957.59,1795.11,1372.02
2011년12월03일,2168.65,1955.25,1794.99,1372.11
2011년12월04일,2168.72,1954.23,1794.85,1372.33
2011년12월05일,2167.94,1952.90,1794.96,1372.63
2011년12월06일,2169.99,1951.72,1794.95,1372.63
2011년12월07일,2170.10,1950.44,1794.85,1372.69
2011년12월08일,2169.24,1949.00,1794.84,1374.16
2011년12월09일,2168.56,1947.93,1794.85,1374.43
2011년12월10일,2168.57,1946.94,1794.89,1374.58
2011년12월11일,2168.67,1946.50,1794.74,1374.55
2011년12월12일,2167.53,1945.73,1794.80,1374.55
2011년12월13일,2167.90,1944.28,1794.27,1374.24
2011년12월14일,2166.95,1943.13,1793.85,1372.65
2011년12월15일,2166.89,1942.01,1793.53,1372.74
2011년12월16일,2166.59,1940.86,1793.00,1372.46
2011년12월17일,2166.21,1939.96,1792.49,1372.35
2011년12월18일,2165.89,1939.56,1792.11,1372.21
2011년12월19일,2165.69,1938.79,1791.93,1371.97
2011년12월20일,2167.39,1938.41,1791.35,1371.70
2011년12월21일,2167.88,1937.69,1790.88,1371.41
2011년12월22일,2167.46,1937.02,1790.39,1371.19
2011년12월23일,2166.47,1936.44,1790.11,1371.00
2011년12월24일,2167.02,1936.05,1789.89,1370.85
2011년12월25일,2167.39,1935.82,1789.61,1370.75
2011년12월26일,2166.74,1935.51,1789.50,1370.74
2011년12월27일,2167.89,1935.23,1789.14,1370.63
2011년12월28일,2168.10,1934.80,1788.79,1370.11
2011년12월29일,2168.43,1934.57,1788.58,1369.80
2011년12월30일,2169.65,1934.19,1788.24,1369.70
2011년12월31일,2169.22,1934.08,1788.10,1369.81
2012년01월01일,2168.87,1933.73,1789.24,1370.91
2012년01월02일,2168.67,1933.15,1788.86,1370.78
2012년01월03일,2169.39,1933.68,1787.53,1369.27
2012년01월04일,2169.50,1933.43,1787.26,1368.97
2012년01월05일,2169.46,1933.30,1786.99,1368.98
2012년01월06일,2169.73,1933.51,1787.04,1368.97
2012년01월07일,2170.93,1934.28,1787.59,1369.22
2012년01월08일,2172.05,1934.64,1787.79,1369.16
2012년01월09일,2172.15,1935.02,1788.12,1369.37
2012년01월10일,2181.12,1938.94,1791.23,1371.04
2012년01월11일,2186.88,1941.98,1793.65,1372.68
2012년01월12일,2189.37,1945.00,1796.16,1373.86
2012년01월13일,2191.16,1947.50,1798.17,1374.89
2012년01월14일,2191.67,1950.61,1800.83,1375.98
2012년01월15일,2192.43,1952.13,1801.89,1376.66
2012년01월16일,2193.14,1954.21,1803.76,1377.36
2012년01월17일,2198.37,1958.03,1807.46,1379.21
2012년01월18일,2199.66,1961.44,1810.59,1381.17
2012년01월19일,2200.08,1964.31,1813.36,1382.58
2012년01월20일,2202.03,1967.61,1816.31,1383.75
2012년01월21일,2203.20,1970.11,1818.39,1384.56
2012년01월22일,2204.24,1972.00,1819.73,1385.22
2012년01월23일,2204.10,1972.81,1820.23,1385.82
2012년01월24일,2203.77,1973.35,1820.60,1385.57
2012년01월25일,2202.85,1974.25,1821.34,1385.69
2012년01월26일,2203.72,1975.34,1822.23,1386.46
2012년01월27일,2204.86,1976.24,1822.96,1387.05
2012년01월28일,2205.33,1976.99,1823.21,1387.53
2012년01월29일,2205.16,1977.31,1823.44,1387.68
2012년01월30일,2205.71,1977.59,1823.80,1388.20
2012년01월31일,2205.16,1977.96,1823.53,1388.03
2012년02월01일,2204.43,1978.20,1823.04,1389.04
2012년02월02일,2205.46,1978.44,1823.12,1389.08
2012년02월03일,2204.81,1978.51,1823.18,1387.97
2012년02월04일,2205.58,1978.86,1823.19,1387.92
2012년02월05일,2207.05,1978.90,1823.25,1388.00
2012년02월06일,2206.78,1978.99,1823.39,1388.05
2012년02월07일,2208.46,1979.42,1823.49,1388.13
2012년02월08일,2208.89,1979.70,1823.69,1388.21
2012년02월09일,2208.58,1980.03,1823.90,1388.25
2012년02월10일,2210.95,1980.42,1824.09,1388.17
2012년02월11일,2212.00,1980.98,1824.47,1388.31
2012년02월12일,2212.53,1981.32,1824.58,1388.38
2012년02월13일,2211.92,1981.61,1824.86,1388.61
2012년02월14일,2216.15,1983.41,1826.90,1389.87
2012년02월15일,2219.20,1984.44,1827.69,1390.53
2012년02월16일,2218.30,1984.65,1828.32,1390.91
2012년02월17일,2218.06,1985.37,1828.83,1391.19
2012년02월18일,2218.78,1986.26,1830.70,1391.52
2012년02월19일,2219.24,1986.68,1830.80,1391.70
2012년02월20일,2220.55,1987.15,1830.01,1391.79
2012년02월21일,2225.15,1989.51,1831.32,1392.54
2012년02월22일,2228.25,1991.58,1832.64,1393.30
2012년02월23일,2231.83,1993.82,1833.83,1393.99
2012년02월24일,2233.33,1995.74,1835.06,1394.51
2012년02월25일,2235.72,1998.35,1836.64,1395.34
2012년02월26일,2236.86,1999.55,1837.24,1395.76
2012년02월27일,2237.52,2001.07,1838.39,1396.33
2012년02월28일,2239.81,2003.99,1840.74,1397.98
2012년02월29일,2241.90,2006.14,1842.33,1399.41
2012년03월01일,2242.96,2009.76,1844.58,1400.50
2012년03월02일,2242.29,2011.89,1845.86,1401.85
2012년03월03일,2244.40,2013.49,1846.68,1402.60
2012년03월04일,2245.59,2014.21,1846.92,1403.01
2012년03월05일,2245.46,2015.65,1847.81,1403.68
2012년03월06일,2248.61,2017.96,1848.76,1404.88
2012년03월07일,2250.86,2019.59,1849.21,1405.66
2012년03월08일,2254.13,2021.08,1849.96,1406.30
2012년03월09일,2254.57,2022.20,1850.32,1407.14
2012년03월10일,2255.21,2023.51,1850.78,1407.65
2012년03월11일,2255.80,2024.28,1850.91,1407.99
2012년03월12일,2255.56,2025.15,1851.36,1408.78
2012년03월13일,2255.61,2026.35,1851.83,1409.08
2012년03월14일,2256.65,2027.43,1852.27,1409.45
2012년03월15일,2257.60,2028.61,1852.71,1409.89
2012년03월16일,2258.85,2029.77,1853.16,1410.01
2012년03월17일,2260.23,2031.19,1853.71,1410.39
2012년03월18일,2262.08,2031.95,1853.91,1410.52
2012년03월19일,2261.46,2032.84,1854.29,1410.69
2012년03월20일,2265.76,2035.40,1855.92,1411.76
2012년03월21일,2269.09,2037.53,1856.94,1412.94
2012년03월22일,2270.80,2039.12,1857.69,1413.50
2012년03월23일,2271.66,2040.34,1858.13,1414.13
2012년03월24일,2272.68,2041.43,1858.58,1414.57
2012년03월25일,2274.06,2042.05,1858.79,1415.05
2012년03월26일,2272.80,2042.74,1859.15,1415.30
2012년03월27일,2274.23,2043.69,1859.54,1415.25
2012년03월28일,2274.84,2044.62,1860.02,1415.67
2012년03월29일,2275.07,2045.45,1860.40,1416.04
2012년03월30일,2276.20,2046.02,1860.59,1416.21
2012년03월31일,2277.68,2047.01,1860.98,1416.10
2012년04월01일,2278.45,2048.00,1861.32,1416.42
2012년04월02일,2279.42,2048.62,1861.67,1416.54
2012년04월03일,2282.90,2050.73,1862.88,1417.41
2012년04월04일,2284.13,2052.28,1863.64,1418.05
2012년04월05일,2285.81,2053.90,1864.54,1418.56
2012년04월06일,2287.46,2055.09,1865.28,1419.66
2012년04월07일,2288.55,2056.40,1866.03,1420.50
2012년04월08일,2288.93,2057.02,1866.16,1420.94
2012년04월09일,2289.19,2057.78,1866.58,1421.47
2012년04월10일,2289.56,2058.71,1866.91,1421.86
2012년04월11일,2289.70,2059.66,1867.16,1421.72
2012년04월12일,2290.35,2060.26,1867.50,1421.90
2012년04월13일,2291.46,2060.61,1868.17,1421.98
2012년04월14일,2291.89,2061.35,1867.72,1421.94
2012년04월15일,2292.00,2061.83,1867.90,1421.73
2012년04월16일,2292.01,2062.28,1868.06,1421.87
2012년04월17일,2290.75,2062.31,1867.51,1421.78
2012년04월18일,2289.69,2062.55,1867.64,1421.59
2012년04월19일,2289.05,2062.44,1867.30,1421.63
2012년04월20일,2288.23,2062.39,1868.28,1421.29
2012년04월21일,2288.41,2062.37,1867.98,1421.31
2012년04월22일,2288.89,2062.42,1867.93,1421.52
2012년04월23일,2288.47,2062.35,1866.52,1421.24
2012년04월24일,2286.72,2061.93,1865.80,1420.96
2012년04월25일,2283.57,2061.06,1865.07,1420.45
2012년04월26일,2282.72,2060.52,1864.55,1419.90
2012년04월27일,2283.31,2060.14,1863.98,1419.99
2012년04월28일,2283.98,2059.59,1863.43,1419.83
2012년04월29일,2284.03,2059.44,1863.03,1419.61
2012년04월30일,2283.51,2059.02,1862.83,1419.15
2012년05월01일,2282.64,2058.35,1862.06,1419.11
2012년05월02일,2282.44,2057.68,1861.38,1419.04
2012년05월03일,2281.78,2056.86,1860.57,1418.77
2012년05월04일,2282.05,2056.03,1859.71,1418.31
2012년05월05일,2282.21,2055.53,1859.06,1417.64
2012년05월06일,2282.23,2055.30,1858.65,1417.18
2012년05월07일,2281.41,2054.86,1858.20,1417.04
2012년05월08일,2279.10,2053.52,1856.94,1416.78
2012년05월09일,2278.20,2052.34,1855.63,1416.39
2012년05월10일,2276.77,2051.06,1854.21,1416.30
2012년05월11일,2276.29,2049.30,1852.55,1415.59
2012년05월12일,2276.19,2048.09,1851.14,1414.91
2012년05월13일,2275.44,2047.16,1850.26,1414.58
2012년05월14일,2274.98,2046.26,1849.34,1414.79
2012년05월15일,2270.60,2042.73,1845.52,1414.13
2012년05월16일,2266.31,2039.52,1842.47,1412.80
2012년05월17일,2261.67,2036.40,1839.32,1411.43
2012년05월18일,2260.62,2033.29,1836.42,1410.81
2012년05월19일,2258.72,2030.53,1833.99,1410.13
2012년05월20일,2257.76,2029.21,1832.58,1409.48
2012년05월21일,2256.88,2026.89,1830.63,1408.57
2012년05월22일,2254.31,2023.18,1827.21,1407.58
2012년05월23일,2251.88,2020.01,1824.45,1406.00
2012년05월24일,2248.80,2017.10,1824.29,1404.95
2012년05월25일,2247.98,2014.51,1821.67,1403.56
2012년05월26일,2246.75,2012.39,1817.42,1402.78
2012년05월27일,2246.34,2011.42,1816.31,1402.24
2012년05월28일,2246.15,2010.65,1815.58,1401.89
2012년05월29일,2245.32,2009.05,1814.35,1400.94
2012년05월30일,2244.82,2007.16,1812.45,1400.78
2012년05월31일,2244.22,2005.67,1810.86,1400.11
2012년06월01일,2244.04,2002.84,1808.12,1399.10
2012년06월02일,2243.42,2000.72,1806.15,1398.66
2012년06월03일,2242.81,1999.62,1804.89,1398.19
2012년06월04일,2242.02,1998.10,1803.58,1397.71
2012년06월05일,2240.75,1995.49,1801.21,1397.29
2012년06월06일,2239.46,1993.23,1798.85,1396.50
2012년06월07일,2238.99,1991.54,1797.22,1395.59
2012년06월08일,2235.94,1989.34,1795.41,1394.71
2012년06월09일,2235.07,1987.85,1793.81,1394.17
2012년06월10일,2234.81,1987.03,1792.91,1393.71
2012년06월11일,2235.09,1985.72,1791.88,1393.55
2012년06월12일,2227.76,1981.97,1788.59,1392.26
2012년06월13일,2222.49,1978.77,1785.48,1390.82
2012년06월14일,2217.72,1975.58,1782.35,1389.69
2012년06월15일,2215.95,1972.60,1779.63,1388.18
2012년06월16일,2215.25,1970.02,1777.16,1387.08
2012년06월17일,2215.05,1968.82,1776.07,1385.99
2012년06월18일,2213.96,1966.95,1774.51,1385.17
2012년06월19일,2210.37,1963.28,1771.55,1383.83
2012년06월20일,2207.66,1960.24,1769.14,1383.20
2012년06월21일,2205.10,1956.97,1766.60,1382.41
2012년06월22일,2203.75,1953.60,1763.91,1381.40
2012년06월23일,2202.30,1950.08,1761.25,1380.57
2012년06월24일,2201.70,1948.60,1759.90,1379.62
2012년06월25일,2201.23,1946.37,1758.24,1379.03
2012년06월26일,2194.66,1940.22,1753.72,1376.96
2012년06월27일,2187.72,1935.15,1749.21,1374.56
2012년06월28일,2182.00,1927.89,1748.42,1372.28
2012년06월29일,2178.06,1922.16,1740.51,1370.77
2012년06월30일,2175.93,1918.54,1737.66,1369.37
2012년07월01일,2174.53,1914.96,1734.94,1367.97
2012년07월02일,2173.20,1911.17,1731.82,1368.32
2012년07월03일,2170.44,1906.42,1728.05,1365.22
2012년07월04일,2167.61,1902.37,1724.96,1363.49
2012년07월05일,2165.52,1899.65,1722.67,1362.23
2012년07월06일,2163.95,1897.71,1721.28,1361.52
2012년07월07일,2162.90,1895.97,1720.18,1361.05
2012년07월08일,2162.70,1894.99,1719.28,1360.18
2012년07월09일,2161.89,1894.12,1718.84,1359.68
2012년07월10일,2166.59,1893.78,1719.60,1359.49
2012년07월11일,2167.96,1893.14,1719.05,1359.09
2012년07월12일,2166.99,1892.73,1719.25,1357.35
2012년07월13일,2167.86,1892.34,1719.00,1358.25
2012년07월14일,2169.43,1892.13,1719.08,1357.93
2012년07월15일,2169.77,1891.99,1718.80,1357.70
2012년07월16일,2170.75,1891.86,1719.00,1357.94
2012년07월17일,2171.72,1892.18,1719.49,1358.09
2012년07월18일,2172.49,1892.48,1719.87,1358.01
2012년07월19일,2172.27,1893.07,1720.40,1358.26
2012년07월20일,2172.80,1894.16,1721.30,1358.62
2012년07월21일,2173.97,1896.21,1723.06,1359.24
2012년07월22일,2173.54,1897.42,1723.80,1359.76
2012년07월23일,2174.49,1898.88,1725.52,1359.58
2012년07월24일,2183.54,1903.11,1729.20,1360.42
2012년07월25일,2186.79,1906.83,1732.50,1361.17
2012년07월26일,2188.77,1910.53,1736.10,1361.23
2012년07월27일,2190.99,1914.48,1739.83,1362.79
2012년07월28일,2192.51,1917.87,1742.91,1363.87
2012년07월29일,2193.64,1919.63,1744.23,1363.88
2012년07월30일,2193.98,1921.46,1746.05,1364.32
2012년07월31일,2193.97,1924.06,1748.23,1364.76
2012년08월01일,2194.71,1927.38,1751.13,1365.25
2012년08월02일,2195.84,1929.91,1753.20,1365.96
2012년08월03일,2197.38,1932.11,1754.87,1366.00
2012년08월04일,2198.26,1934.23,1756.34,1365.33
2012년08월05일,2198.41,1935.13,1756.88,1365.18
2012년08월06일,2199.35,1936.31,1757.97,1365.01
2012년08월07일,2202.04,1938.70,1759.32,1365.52
2012년08월08일,2203.71,1940.63,1760.79,1365.85
2012년08월09일,2204.62,1942.74,1762.15,1366.53
2012년08월10일,2206.13,1945.71,1764.18,1366.39
2012년08월11일,2208.56,1948.71,1766.27,1366.86
2012년08월12일,2208.33,1950.21,1767.16,1367.16
2012년08월13일,2209.74,1952.21,1768.73,1367.77
2012년08월14일,2220.28,1959.25,1774.51,1369.51
2012년08월15일,2226.57,1964.99,1778.65,1370.55
2012년08월16일,2230.06,1968.88,1781.75,1371.76
2012년08월17일,2234.34,1973.95,1785.53,1373.98
2012년08월18일,2237.40,1978.91,1789.00,1375.95
2012년08월19일,2238.90,1981.32,1790.76,1377.03
2012년08월20일,2239.97,1984.43,1793.18,1378.26
2012년08월21일,2246.78,1990.88,1799.01,1380.48
2012년08월22일,2253.69,1995.77,1803.36,1382.83
2012년08월23일,2258.69,2000.11,1806.88,1385.29
2012년08월24일,2261.51,2003.71,1810.12,1387.01
2012년08월25일,2263.87,2007.36,1813.23,1389.66
2012년08월26일,2264.60,2009.48,1814.85,1390.70
2012년08월27일,2265.56,2012.08,1817.30,1391.87
2012년08월28일,2265.35,2014.40,1820.42,1393.11
2012년08월29일,2266.78,2016.67,1822.84,1394.70
2012년08월30일,2267.32,2018.56,1824.76,1396.23
2012년08월31일,2268.20,2020.05,1826.34,1396.95
2012년09월01일,2269.47,2022.52,1828.79,1397.76
2012년09월02일,2270.23,2023.63,1829.84,1398.45
2012년09월03일,2270.20,2024.73,1831.13,1398.83
2012년09월04일,2268.26,2025.43,1832.28,1400.07
2012년09월05일,2266.57,2025.90,1833.23,1400.79
2012년09월06일,2266.55,2026.29,1834.06,1401.77
2012년09월07일,2266.51,2026.27,1835.22,1402.67
2012년09월08일,2266.56,2026.59,1835.80,1403.87
2012년09월09일,2266.36,2026.76,1835.96,1404.04
2012년09월10일,2266.28,2026.85,1836.60,1404.61
2012년09월11일,2264.39,2026.27,1837.13,1405.57
2012년09월12일,2263.86,2025.99,1837.81,1406.60
2012년09월13일,2263.61,2025.81,1838.05,1407.30
2012년09월14일,2262.98,2025.79,1838.59,1408.23
2012년09월15일,2263.63,2025.91,1839.25,1409.04
2012년09월16일,2263.83,2025.99,1839.46,1409.44
2012년09월17일,2263.93,2025.96,1839.76,1410.01
2012년09월18일,2267.31,2026.51,1840.08,1411.09
2012년09월19일,2269.24,2026.62,1840.46,1411.86
2012년09월20일,2270.31,2026.56,1840.67,1411.98
2012년09월21일,2270.44,2025.97,1840.66,1412.21
2012년09월22일,2271.58,2025.34,1840.39,1412.75
2012년09월23일,2272.13,2024.64,1839.98,1412.74
2012년09월24일,2271.98,2024.66,1840.15,1412.74
2012년09월25일,2269.00,2023.00,1838.44,1412.23
2012년09월26일,2264.93,2021.63,1837.18,1411.47
2012년09월27일,2260.67,2020.12,1835.98,1411.11
2012년09월28일,2258.95,2018.98,1834.93,1410.82
2012년09월29일,2257.71,2018.09,1833.95,1410.39
2012년09월30일,2257.36,2017.78,1833.59,1410.32
2012년10월01일,2257.41,2017.18,1833.06,1410.18
2012년10월02일,2255.90,2016.46,1832.45,1409.64
2012년10월03일,2256.28,2015.78,1831.64,1409.23
2012년10월04일,2255.54,2014.89,1830.87,1408.76
2012년10월05일,2255.77,2013.57,1829.56,1408.43
2012년10월06일,2255.68,2012.39,1828.30,1408.60
2012년10월07일,2256.91,2011.81,1827.63,1408.39
2012년10월08일,2254.59,2010.90,1826.85,1408.37
2012년10월09일,2253.99,2009.80,1825.48,1408.57
2012년10월10일,2255.22,2008.77,1824.34,1408.38
2012년10월11일,2254.99,2007.91,1823.17,1408.19
2012년10월12일,2254.82,2007.58,1822.52,1408.23
2012년10월13일,2255.56,2007.15,1822.05,1408.14
2012년10월14일,2254.84,2006.93,1821.68,1408.33
2012년10월15일,2254.60,2006.69,1821.48,1408.46
2012년10월16일,2255.49,2006.60,1821.16,1408.27
2012년10월17일,2257.26,2006.39,1820.87,1408.60
2012년10월18일,2257.74,2006.19,1820.57,1409.02
2012년10월19일,2258.45,2006.04,1820.25,1409.37
2012년10월20일,2258.50,2005.66,1819.90,1409.95
2012년10월21일,2257.91,2005.63,1819.61,1409.74
2012년10월22일,2257.83,2005.31,1819.39,1409.96
2012년10월23일,2255.44,2004.16,1818.21,1410.13
2012년10월24일,2254.65,2002.98,1817.16,1409.94
2012년10월25일,2254.57,2001.27,1815.68,1409.68
2012년10월26일,2253.29,1999.11,1813.72,1409.09
2012년10월27일,2251.85,1996.95,1811.70,1408.54
2012년10월28일,2251.98,1995.96,1810.73,1408.11
2012년10월29일,2251.41,1994.26,1809.32,1407.62
2012년10월30일,2246.03,1990.25,1806.02,1407.00
2012년10월31일,2241.26,1986.67,1803.18,1405.90
2012년11월01일,2237.94,1981.73,1798.79,1404.55
2012년11월02일,2234.59,1978.47,1796.08,1403.43
2012년11월03일,2232.76,1976.10,1793.97,1402.56
2012년11월04일,2231.38,1974.91,1792.81,1401.86
2012년11월05일,2230.88,1973.32,1791.75,1401.06
2012년11월06일,2227.93,1970.32,1789.58,1400.40
2012년11월07일,2226.01,1967.84,1787.76,1399.50
2012년11월08일,2224.67,1965.36,1785.84,1398.33
2012년11월09일,2222.62,1962.80,1783.93,1397.60
2012년11월10일,2222.75,1961.07,1782.50,1396.60
2012년11월11일,2222.78,1960.36,1781.63,1395.95
2012년11월12일,2222.53,1959.23,1781.08,1395.79
2012년11월13일,2222.41,1957.47,1779.45,1394.86
2012년11월14일,2221.13,1955.81,1777.87,1393.83
2012년11월15일,2219.95,1954.44,1776.77,1392.88
2012년11월16일,2219.10,1952.79,1775.42,1392.28
2012년11월17일,2218.36,1951.23,1774.05,1392.03
2012년11월18일,2218.62,1950.44,1773.23,1391.41
2012년11월19일,2217.56,1949.39,1772.50,1390.96
2012년11월20일,2218.78,1947.85,1771.01,1389.79
2012년11월21일,2218.27,1946.63,1769.82,1388.71
2012년11월22일,2217.70,1945.59,1768.75,1388.31
2012년11월23일,2217.99,1944.39,1767.83,1387.60
2012년11월24일,2217.82,1943.66,1767.02,1386.73
2012년11월25일,2218.17,1943.25,1766.49,1386.37
2012년11월26일,2217.55,1942.74,1766.23,1386.31
2012년11월27일,2218.36,1942.34,1765.97,1386.29
2012년11월28일,2219.26,1941.71,1765.38,1385.88
2012년11월29일,2219.88,1941.23,1764.94,1385.17
2012년11월30일,2220.43,1940.83,1764.52,1385.02
2012년12월01일,2219.93,1940.23,1763.67,1385.00
2012년12월02일,2219.88,1939.91,1763.21,1385.07
2012년12월03일,2220.66,1939.62,1762.94,1384.64
2012년12월04일,2219.56,1939.37,1762.81,1383.22
2012년12월05일,2219.18,1939.13,1762.43,1383.10
2012년12월06일,2218.78,1939.00,1762.26,1383.16
2012년12월07일,2218.77,1939.26,1762.62,1383.33
2012년12월08일,2219.23,1939.18,1762.53,1383.11
2012년12월09일,2219.15,1939.01,1762.19,1383.07
2012년12월10일,2220.03,1938.98,1762.38,1383.36
2012년12월11일,2218.40,1938.52,1762.22,1383.26
2012년12월12일,2216.80,1937.88,1761.94,1383.06
2012년12월13일,2216.71,1937.66,1761.79,1382.74
2012년12월14일,2215.23,1937.27,1761.41,1382.55
2012년12월15일,2214.16,1936.87,1761.17,1382.47
2012년12월16일,2214.42,1936.46,1760.76,1382.23
2012년12월17일,2213.38,1936.12,1760.90,1381.17
2012년12월18일,2211.60,1934.99,1759.71,1380.13
2012년12월19일,2211.97,1934.41,1759.19,1379.24
2012년12월20일,2210.08,1933.78,1758.71,1378.68
2012년12월21일,2210.48,1933.21,1758.70,1378.43
2012년12월22일,2210.71,1932.98,1757.92,1378.12
2012년12월23일,2210.88,1932.77,1757.64,1377.94
2012년12월24일,2210.54,1932.22,1757.47,1377.79
2012년12월25일,2211.90,1931.76,1756.84,1377.47
2012년12월26일,2210.94,1931.55,1756.96,1377.86
2012년12월27일,2213.33,1931.58,1757.10,1377.75
2012년12월28일,2211.74,1931.03,1756.18,1377.50
2012년12월29일,2210.77,1930.72,1756.13,1377.38
2012년12월30일,2210.47,1930.48,1755.74,1377.06
2012년12월31일,2210.43,1930.17,1755.68,1376.39
2013년01월01일,2210.86,1929.69,1754.81,1376.05
2013년01월02일,2212.04,1929.12,1754.43,1375.61
2013년01월03일,2214.45,1928.76,1754.02,1375.76
2013년01월04일,2215.43,1928.74,1753.94,1375.96
2013년01월05일,2213.86,1928.23,1753.65,1376.10
2013년01월06일,2214.20,1927.91,1753.14,1375.67
2013년01월07일,2212.38,1927.39,1752.87,1375.38
2013년01월08일,2213.29,1927.53,1752.60,1375.45
2013년01월09일,2213.98,1927.17,1751.99,1375.26
2013년01월10일,2213.46,1926.68,1751.44,1374.89
2013년01월11일,2211.81,1926.42,1751.15,1374.65
2013년01월12일,2212.23,1926.11,1750.93,1374.20
2013년01월13일,2211.71,1925.98,1750.59,1373.62
2013년01월14일,2211.52,1925.78,1750.60,1373.47
2013년01월15일,2211.60,1925.35,1750.32,1373.64
2013년01월16일,2210.55,1924.96,1749.97,1373.97
2013년01월17일,2209.69,1924.62,1749.66,1374.15
2013년01월18일,2209.36,1923.91,1749.06,1374.02
2013년01월19일,2209.59,1923.78,1748.78,1373.73
2013년01월20일,2210.46,1923.59,1748.48,1373.32
2013년01월21일,2208.94,1923.30,1748.30,1373.07
2013년01월22일,2205.04,1922.63,1747.82,1372.67
2013년01월23일,2202.60,1921.94,1747.09,1372.03
2013년01월24일,2202.17,1921.46,1746.77,1372.45
2013년01월25일,2201.55,1920.96,1746.08,1372.50
2013년01월26일,2201.44,1920.68,1745.79,1372.58
2013년01월27일,2201.37,1920.50,1745.41,1372.25
2013년01월28일,2200.34,1920.30,1745.40,1372.13
2013년01월29일,2202.62,1920.29,1745.39,1372.04
2013년01월30일,2202.80,1920.24,1745.21,1372.06
2013년01월31일,2204.02,1920.10,1744.93,1371.88
2013년02월01일,2203.39,1920.06,1744.66,1371.59
2013년02월02일,2203.67,1920.27,1744.89,1371.42
2013년02월03일,2201.38,1920.34,1744.67,1371.06
2013년02월04일,2200.46,1920.59,1744.84,1371.05
2013년02월05일,2209.65,1922.81,1746.35,1372.92
2013년02월06일,2213.50,1924.07,1747.12,1374.14
2013년02월07일,2215.12,1925.85,1748.11,1374.98
2013년02월08일,2216.57,1929.65,1750.71,1376.59
2013년02월09일,2217.70,1934.03,1753.18,1377.36
2013년02월10일,2218.42,1935.59,1753.99,1377.34
2013년02월11일,2218.93,1936.80,1754.66,1377.25
2013년02월12일,2222.91,1939.28,1756.63,1377.70
2013년02월13일,2228.76,1942.78,1759.14,1380.87
2013년02월14일,2233.04,1946.78,1762.02,1383.42
2013년02월15일,2236.03,1952.08,1765.91,1386.26
2013년02월16일,2240.56,1957.42,1769.58,1388.50
2013년02월17일,2241.58,1959.65,1770.94,1389.53
2013년02월18일,2243.65,1962.71,1773.38,1390.72
2013년02월19일,2249.28,1967.60,1777.15,1393.21
2013년02월20일,2254.62,1972.34,1780.58,1396.40
2013년02월21일,2257.69,1976.12,1783.58,1398.68
2013년02월22일,2258.43,1979.89,1786.41,1400.21
2013년02월23일,2260.12,1983.26,1788.81,1401.64
2013년02월24일,2263.15,1985.40,1790.24,1401.98
2013년02월25일,2263.25,1986.50,1791.47,1402.39
2013년02월26일,2262.40,1988.83,1793.07,1402.64
2013년02월27일,2262.32,1990.04,1794.04,1402.92
2013년02월28일,2262.04,1990.95,1794.45,1403.36
2013년03월01일,2261.47,1991.73,1795.05,1403.83
2013년03월02일,2262.58,1992.85,1795.90,1403.57
2013년03월03일,2262.41,1993.17,1796.03,1403.31
2013년03월04일,2263.25,1993.87,1796.56,1403.95
2013년03월05일,2262.01,1993.96,1796.20,1404.31
2013년03월06일,2260.12,1994.13,1796.03,1404.09
2013년03월07일,2259.57,1994.04,1795.70,1404.17
